Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
Long John Baldry,Long John Baldry,,12,22,8,0.196143,0.205667,190394.329853,0.004733,0.004733,18,0.000139,0,0.090909,6,0.100685
Cochise (band),Cochise (band),,2,2,9,0.166054,0.171784,3146.603143,0.000275,0.000275,18,0.000028,0,0,0,0.01032
Major Lance,Major Lance,,1,1,9,0.158777,0.16347,0,0.000156,0.000156,18,0.000019,0,0,0,0.00481
Thom Bell,Thom Bell,,5,7,8,0.185922,0.193325,114782.642912,0.001722,0.001722,18,0.000077,0,0,0,0.039465
Greg Penny,Greg Penny,,9,11,8,0.192572,0.200305,91615.919736,0.002217,0.002217,18,0.000118,0,0,0,0.055065
Mark Needham,Mark Needham,,9,11,8,0.197898,0.206335,111888.960414,0.003214,0.003214,18,0.000113,0,0,0,0.0772
James Newton Howard,James Newton Howard,,7,12,8,0.19256,0.201182,111998.579971,0.003121,0.003121,6,0.000087,0,0.095238,2,0.065328
Jae Deal,Jae Deal,,10,12,8,0.208565,0.219628,231241.905674,0.008761,0.008761,5,0.000097,0,0.022222,1,0.162033
The Mirage (band),The Mirage (band),,4,8,8,0.18874,0.196411,37467.61975,0.002035,0.002035,18,0.000049,0,0.166667,1,0.048405
Gwenno Saunders,Gwenno Saunders,,4,5,8,0.184938,0.192061,58245,0.001581,0.001581,18,0.00008,0,0,0,0.035445
Guy Babylon,Guy Babylon,,2,3,8,0.184931,0.191992,19416,0.001565,0.001565,18,0.000037,0,0,0,0.033571
Leroy Gómez,Leroy Gómez,,3,4,8,0.184934,0.192027,38831,0.001573,0.001573,18,0.000058,0,0,0,0.034493
Mike Batt,Mike Batt,,6,10,8,0.186711,0.194191,54041.422917,0.001664,0.001664,15,0.000077,0,0,0,0.041061
John Jorgenson,John Jorgenson,,8,13,8,0.193041,0.201473,125431.198313,0.002759,0.002759,1,0.0001,0,0.071429,2,0.066913
Francis Monkman,Francis Monkman,,7,10,8,0.189619,0.197853,107947.48715,0.00193,0.00193,15,0.000083,0,0.047619,1,0.054364
Jean-Luc Ponty,Jean-Luc Ponty,,19,32,8,0.201918,0.212806,565222.896959,0.017449,0.017449,26,0.000203,0,0.023392,4,0.15113
Nigel Olsson,Nigel Olsson,,4,6,8,0.189395,0.197341,48723.036586,0.001998,0.001998,10,0.000048,0,0,0,0.05109
Scissor Sisters,Scissor Sisters,,10,19,8,0.191001,0.199358,175476.888405,0.002324,0.002324,18,0.00015,0,0.044444,2,0.063021
Mark Rivera,Mark Rivera,,3,5,8,0.196861,0.20537,25207.223565,0.003705,0.003705,1,0.000034,0,0,0,0.06987
Kiki Dee,Kiki Dee,,4,8,8,0.18835,0.196178,31084.223667,0.002042,0.002042,10,0.000048,0,0.166667,1,0.048849
George Michael,George Michael,,14,26,8,0.203096,0.214642,338787.174877,0.008695,0.008695,18,0.000152,0,0.054945,5,0.145975
Phil Spalding,Phil Spalding,,15,19,8,0.203145,0.212569,237838.724803,0.003929,0.003929,18,0.000153,0,0,0,0.102831
Ray Williams (producer),Ray Williams (producer),,1,2,8,0.184927,0.191958,0,0.001558,0.001558,18,0.000017,0,0,0,0.032677
Richie Zito,Richie Zito,,6,7,8,0.194588,0.202201,49943.985142,0.0021,0.0021,18,0.000062,0,0,0,0.053021
Roger Hodgson,Roger Hodgson,,5,7,8,0.193314,0.201776,43779.870611,0.002768,0.002768,18,0.000058,0,0,0,0.059575
Bob Birch,Bob Birch,,1,2,8,0.184927,0.191958,0,0.001558,0.001558,18,0.000017,0,0,0,0.032677
Doyle Bramhall II,Doyle Bramhall II,,10,17,8,0.205887,0.216225,238274.172033,0.007777,0.007777,18,0.000105,0,0,0,0.15112
Tedeschi Trucks Band,Tedeschi Trucks Band,,14,30,9,0.17989,0.187403,130762.621204,0.001307,0.001307,9,0.000149,0,0.142857,13,0.058212
Bernie Taupin,Bernie Taupin,,2,4,8,0.197995,0.206595,25998.739665,0.003415,0.003415,13,0.000025,0,0,0,0.078094
David Paton,David Paton,,5,7,8,0.18682,0.194467,66061.349409,0.0018,0.0018,18,0.000062,0,0,0,0.04421
The Alan Parsons Project,The Alan Parsons Project,,6,6,8,0.170992,0.17682,19387.275894,0.000356,0.000356,18,0.00007,0,0.066667,1,0.017755
Pilot (band),Pilot (band),,2,2,9,0.157814,0.162358,2492.673456,0.000137,0.000137,18,0.00003,0,0,0,0.006545
Noel Murphy (musician),Noel Murphy (musician),,1,1,9,0.174016,0.179562,0,0.000568,0.000568,18,0.000017,0,0,0,0.012307
Leo Sayer,Leo Sayer,,8,14,8,0.188621,0.196533,90651.64489,0.002033,0.002033,18,0.000097,0,0,0,0.05232
Magna Carta (band),Magna Carta (band),,2,2,9,0.175926,0.181707,1683.503495,0.000654,0.000654,18,0.000028,0,0,0,0.014649
Bright Light Bright Light,Bright Light Bright Light,,3,6,8,0.185736,0.193072,75078.561717,0.001729,0.001729,18,0.000047,0,0.333333,1,0.039727
Queen of Hearts (musician),Queen of Hearts (musician),,5,6,9,0.158638,0.16304,63371.152647,0.000126,0.000126,18,0.0001,0,0,0,0.007115
Doug Katsaros,Doug Katsaros,,10,16,8,0.200938,0.210821,182149.805756,0.004816,0.004816,18,0.000107,0,0.022222,1,0.109924
Sinead O'Connor,Sinead O'Connor,,1,1,9,0.167319,0.172661,0,0.000337,0.000337,18,0.000017,0,0,0,0.008248
Michael Bolton,Michael Bolton,,11,11,8,0.203132,0.212765,173476.297438,0.004655,0.004655,5,0.000107,0,0,0,0.105765
Live (band),Live (band),,5,6,8,0.185443,0.191957,73819.645776,0.000856,0.000856,3,0.00006,0,0.1,1,0.030747
Alvin Taylor,Alvin Taylor,,6,9,8,0.192916,0.201411,39750.678128,0.003563,0.003563,18,0.000066,0,0,0,0.070017
Bill Withers,Bill Withers,,3,3,9,0.167868,0.173644,4493.178149,0.00052,0.00052,5,0.000038,0,0,0,0.01208
Eric Burdon,Eric Burdon,,6,6,8,0.180958,0.188184,40258.607047,0.001005,0.001005,18,0.000066,0,0.066667,1,0.033593
Bob Welch (musician),Bob Welch (musician),,4,8,8,0.180201,0.18638,3501.081284,0.001213,0.001213,18,0.000046,0,0.333333,2,0.033286
Curt Bisquera,Curt Bisquera,,6,8,8,0.197923,0.20579,35359.681734,0.003224,0.003224,18,0.000063,0,0,0,0.069298
Seal (musician),Seal (musician),,6,6,8,0.186767,0.193383,35347.517586,0.001224,0.001224,18,0.000065,0,0,0,0.033206
Josh Groban,Josh Groban,,5,5,8,0.204948,0.213335,133323.364966,0.002961,0.002961,2,0.000059,0,0,0,0.066587
Dannie Richmond,Dannie Richmond,,7,14,8,0.194676,0.204265,170684.570436,0.009713,0.009713,26,0.000076,0,0.095238,2,0.090365
George Adams (musician),George Adams (musician),,11,18,8,0.179568,0.18826,70758.202676,0.012316,0.012316,26,0.000118,0,0.090909,5,0.071212
Mingus Dynasty (band),Mingus Dynasty (band),,1,1,9,0.162954,0.168238,0,0.000679,0.000679,26,0.000017,0,0,0,0.006759
Mark-Almond,Mark-Almond,,7,12,9,0.182898,0.190472,63055.957211,0.002527,0.002527,18,0.000083,0,0,0,0.034416
Dee Murray,Dee Murray,,6,10,8,0.200859,0.20987,87413.798596,0.00394,0.00394,18,0.000064,0,0.066667,1,0.094282
Spencer Davis Group,Spencer Davis Group,,4,4,9,0.181022,0.187615,3530.197172,0.001554,0.001554,18,0.000044,0,0.166667,1,0.033449
Lewis Storey,Lewis Storey,,7,13,8,0.180044,0.187245,58249.780048,0.000965,0.000965,1,0.000084,0,0.047619,1,0.035054
Caleb Quaye,Caleb Quaye,,2,3,8,0.184931,0.191992,19416,0.001565,0.001565,18,0.000037,0,0,0,0.033571
Hookfoot,Hookfoot,,1,1,9,0.15607,0.160128,0,0.000109,0.000109,18,0.000023,0,0,0,0.002857
Catherine Britt,Catherine Britt,,5,10,8,0.187693,0.195419,44985.059681,0.001769,0.001769,1,0.00006,0,0.2,2,0.043592
Jasmine Rae,Jasmine Rae,,9,14,9,0.175936,0.183122,52074.739616,0.000751,0.000751,1,0.000109,0,0.055556,2,0.038476
Shea Fisher,Shea Fisher,,3,5,9,0.173106,0.179696,5822.727934,0.000575,0.000575,1,0.000038,0,0,0,0.022143
Kellie Pickler,Kellie Pickler,,3,3,9,0.180889,0.188496,7082.828446,0.001524,0.001524,1,0.000038,0,0.333333,1,0.036971
Kasey Chambers,Kasey Chambers,,2,2,9,0.161086,0.166,0,0.000176,0.000176,1,0.000028,0,1,1,0.007787
Demons (band),Demons (band),,9,10,9,0.175215,0.181732,110102.292671,0.000467,0.000467,4,0.000138,0,0,0,0.027739
The Turpentines,The Turpentines,,1,1,10,0.149093,0.15287,0,0.000033,0.000033,4,0.000021,0,0,0,0.003283
The Stooges,The Stooges,,7,7,8,0.188709,0.196174,69776.018996,0.001568,0.001568,7,0.000092,0,0.190476,4,0.054692
The Dragons (band),The Dragons (band),,1,1,10,0.149093,0.15287,0,0.000033,0.000033,4,0.000021,0,0,0,0.003283
The Hellacopters,The Hellacopters,,1,1,10,0.149093,0.15287,0,0.000033,0.000033,4,0.000021,0,0,0,0.003283
The Robots,The Robots,,1,1,10,0.149093,0.15287,0,0.000033,0.000033,4,0.000021,0,0,0,0.003283
New York Dolls,New York Dolls,,15,15,9,0.186981,0.195921,234300.484426,0.001417,0.001417,13,0.000162,0,0.07619,8,0.080328
MC5,MC5,,7,7,8,0.183318,0.190317,178199.887485,0.000767,0.000767,23,0.000088,0,0,0,0.036397
New Bomb Turks,New Bomb Turks,,1,1,10,0.149093,0.15287,0,0.000033,0.000033,4,0.000021,0,0,0,0.003283
Stephen Hopkins (musician),Stephen Hopkins (musician),,5,8,9,0.184184,0.191025,27181.929538,0.000878,0.000878,4,0.000063,0,0.4,4,0.034132
Toby Toman,Toby Toman,,8,10,9,0.181176,0.188229,38118.19675,0.000756,0.000756,4,0.000095,0,0.142857,4,0.035085
The Invisible Girls,The Invisible Girls,,16,23,9,0.181076,0.188473,173330.410725,0.000791,0.000791,4,0.000214,0,0.05,6,0.044875
Sterling Morrison,Sterling Morrison,,2,4,9,0.177046,0.182977,0,0.000635,0.000635,4,0.000028,0,1,1,0.020365
Theatre of Eternal Music,Theatre of Eternal Music,,3,10,9,0.168863,0.173858,58242,0.000293,0.000293,4,0.000049,0,0.333333,1,0.01404
Willie Alexander,Willie Alexander,,1,2,10,0.166541,0.171162,0,0.000193,0.000193,4,0.000019,0,0,0,0.00713
Paice Ashton Lord,Paice Ashton Lord,,5,14,9,0.186267,0.195003,2906.780181,0.003024,0.003024,10,0.000052,0,0.6,6,0.093655
John Cale,John Cale,,14,30,8,0.187401,0.195229,308785.554104,0.00141,0.00141,4,0.00018,0,0.021978,2,0.059491
Vince Bell,Vince Bell,,10,13,9,0.175502,0.181772,109774.705345,0.00036,0.00036,2,0.000137,0,0,0,0.024467
Michael Jerome,Michael Jerome,,2,3,9,0.158768,0.163145,7568.436565,0.0001,0.0001,4,0.000033,0,0,0,0.006854
Doug Yule,Doug Yule,,3,5,9,0.19018,0.19688,19416,0.001427,0.001427,4,0.000046,0,0.333333,1,0.035003
Garageland,Garageland,,2,3,10,0.166544,0.171196,19416,0.000194,0.000194,4,0.00004,0,0,0,0.007949
Henry Flynt & the Insurrections,Henry Flynt & the Insurrections,,1,1,10,0.166541,0.171162,0,0.000193,0.000193,4,0.000019,0,0,0,0.00713
Angus MacLise,Angus MacLise,,1,2,10,0.166541,0.171162,0,0.000193,0.000193,4,0.000019,0,0,0,0.00713
Chauncey %22Lord%22 Westbrook,Chauncey %22Lord%22 Westbrook,,1,1,9,0.176327,0.183275,0,0.001909,0.001909,18,0.000016,0,0,0,0.023672
Erma Franklin,Erma Franklin,,2,6,9,0.176332,0.183318,0,0.002066,0.002066,18,0.000029,0,1,1,0.026632
Joe Von Battle,Joe Von Battle,,4,5,8,0.179092,0.18637,41701.266454,0.002125,0.002125,18,0.000061,0,0,0,0.030445
Rudy Regalado (musician),Rudy Regalado (musician),,7,9,9,0.190523,0.200474,61121.951013,0.015025,0.015025,5,0.000082,0,0,0,0.08971
Jonathan Mover,Jonathan Mover,,7,10,8,0.202383,0.211661,153893.528099,0.004927,0.004927,20,0.000074,0,0.047619,1,0.099477
Tah Mac,Tah Mac,,8,9,8,0.182128,0.190573,96023.113102,0.00282,0.00282,18,0.000109,0,0,0,0.044087
Lee Vincent,Lee Vincent,,4,6,8,0.181279,0.189899,28227.309496,0.008143,0.008143,26,0.000047,0,0,0,0.047051
Jimmy Radcliffe,Jimmy Radcliffe,,4,7,9,0.177678,0.185158,18627.422576,0.002407,0.002407,18,0.000052,0,0.166667,1,0.033106
Claytoven Richardson,Claytoven Richardson,,6,8,8,0.194581,0.203521,50792.671361,0.005818,0.005818,5,0.000065,0,0,0,0.083454
Carolyn Franklin,Carolyn Franklin,,5,10,9,0.176408,0.183508,38839.720385,0.002244,0.002244,18,0.000074,0,0.2,2,0.030936
Frank Colón,Frank Colón,,11,14,8,0.187916,0.196926,95018.353473,0.010537,0.010537,26,0.000127,0,0.018182,1,0.082118
Fonzi Thornton,Fonzi Thornton,,5,8,8,0.195493,0.204582,41886.745691,0.005462,0.005462,15,0.000051,0,0.1,1,0.081598
David Rokeach,David Rokeach,,2,4,8,0.1841,0.192654,2649.195188,0.006272,0.006272,18,0.000025,0,0,0,0.049702
Rick Marotta,Rick Marotta,,5,9,8,0.189237,0.198613,27405.484533,0.0059,0.0059,18,0.000051,0,0,0,0.076196
Duane Allman,Duane Allman,,10,15,8,0.189578,0.198838,126676.855092,0.004845,0.004845,18,0.000118,0,0.022222,1,0.071844
Simon Climie,Simon Climie,,7,9,8,0.1963,0.204822,61231.19486,0.005769,0.005768,18,0.00006,0,0.2,3,0.092399
Dapo Torimiro,Dapo Torimiro,,16,17,8,0.197651,0.206881,188204.848253,0.005261,0.005261,18,0.000177,0,0,0,0.096636
Paul A. Rothchild,Paul A. Rothchild,,8,12,8,0.190951,0.199597,90367.93599,0.004688,0.004687,1,0.000093,0,0.035714,1,0.069557
The Ducks,The Ducks,,3,6,8,0.181467,0.188381,19416,0.001543,0.001543,1,0.000045,0,0.333333,1,0.03164
The Squires (Neil Young band),The Squires (Neil Young band),,1,1,8,0.181461,0.188313,0,0.001363,0.001363,1,0.000017,0,0,0,0.026317
The Stills-Young Band,The Stills-Young Band,,1,1,8,0.181461,0.188313,0,0.001363,0.001363,1,0.000017,0,0,0,0.026317
Pegi Young,Pegi Young,,2,6,8,0.18281,0.189847,0,0.001611,0.001611,1,0.000026,0,1,1,0.031964
The Mynah Birds,The Mynah Birds,,5,6,8,0.187863,0.195775,74069.974473,0.002326,0.002326,22,0.000059,0,0.3,3,0.053953
The Stray Gators,The Stray Gators,,1,1,8,0.181461,0.188313,0,0.001363,0.001363,1,0.000017,0,0,0,0.026317
Northern Lights (Canadian band),Northern Lights (Canadian band),,1,1,8,0.181461,0.188313,0,0.001363,0.001363,1,0.000017,0,0,0,0.026317
Nils Lofgren,Nils Lofgren,,8,14,8,0.195269,0.203861,139768.498357,0.00315,0.00315,20,0.000096,0,0.071429,2,0.072678
Nicolette Larson,Nicolette Larson,,3,6,8,0.18959,0.197071,29963.382267,0.001688,0.001688,2,0.000037,0,0,0,0.038318
Brian Ahern (producer),Brian Ahern (producer),,6,11,8,0.197221,0.206316,73567.642812,0.003691,0.003691,18,0.000063,0,0.066667,1,0.093639
Emmylou Harris,Emmylou Harris,,35,68,7,0.2059,0.21892,952910.641927,0.012939,0.012939,1,0.000352,0,0.038655,23,0.324585
George Jones,George Jones,,27,44,8,0.189652,0.199694,367123.359036,0.002916,0.002916,2,0.00033,0,0.022792,8,0.127741
Lukas Nelson & Promise of the Real,Lukas Nelson & Promise of the Real,,3,4,8,0.190318,0.198446,48718.322774,0.001822,0.001822,1,0.000035,0,0,0,0.049822
Buffalo Springfield,Buffalo Springfield,,18,34,8,0.193366,0.202695,199984.657996,0.006188,0.006188,1,0.000202,0,0.078431,12,0.113206
"Crosby, Stills, Nash & Young","Crosby, Stills, Nash & Young",,10,13,8,0.193421,0.202704,89790.154415,0.005275,0.005275,1,0.0001,0,0.222222,10,0.110338
The Standells,The Standells,,2,2,9,0.169596,0.175455,1297.934401,0.000641,0.000641,9,0.000026,0,0,0,0.014694
The Poor (California band),The Poor (California band),,3,8,9,0.168216,0.174465,5735.523051,0.000659,0.000659,9,0.000039,0,0.333333,1,0.019719
The Squires (Canadian band),The Squires (Canadian band),,1,1,9,0.162035,0.167125,0,0.000433,0.000433,1,0.000017,0,0,0,0.009175
Loggins and Messina,Loggins and Messina,,3,8,9,0.167928,0.17369,0,0.000725,0.000725,1,0.000039,0,1,3,0.019254
The Rides,The Rides,,2,2,9,0.168334,0.174329,0,0.000856,0.000856,1,0.000026,0,1,1,0.017741
Dewey Martin (musician),Dewey Martin (musician),,1,1,9,0.162035,0.167125,0,0.000433,0.000433,1,0.000017,0,0,0,0.009175
Jim Messina (musician),Jim Messina (musician),,4,7,9,0.167929,0.173716,19416,0.000728,0.000728,1,0.000055,0,0.5,3,0.019999
Richie Furay,Richie Furay,,4,6,9,0.167931,0.173724,20718.1672,0.00071,0.00071,1,0.000056,0,0.166667,1,0.019336
Crazy Horse (band),Crazy Horse (band),,7,16,8,0.186707,0.194363,23890.923884,0.002474,0.002474,1,0.00009,0,0.238095,5,0.052562
Danny Whitten,Danny Whitten,,6,8,8,0.181477,0.188484,77658,0.001566,0.001566,1,0.000104,0,0.066667,1,0.034504
The Hollies,The Hollies,,19,23,8,0.182981,0.190474,260811.584786,0.001655,0.001655,15,0.000294,0,0.005848,1,0.052821
Marc Benno,Marc Benno,,7,13,8,0.197699,0.206209,70027.209055,0.005779,0.005779,18,0.000078,0,0.095238,2,0.097725
Rita Coolidge,Rita Coolidge,,6,9,8,0.19668,0.205236,31625.798952,0.006012,0.006012,18,0.000063,0,0.133333,2,0.100088
Booker T. Jones,Booker T. Jones,,3,3,8,0.182456,0.189687,19556.800322,0.001819,0.001819,2,0.000039,0,0,0,0.036804
Douglas Killmer,Douglas Killmer,,5,6,9,0.166915,0.172722,40091.792196,0.000461,0.000461,2,0.000078,0,0.1,1,0.013429
Astrid Young,Astrid Young,,2,3,8,0.181464,0.188347,19416,0.001369,0.001369,1,0.000037,0,0,0,0.027188
Dallas Taylor (drummer),Dallas Taylor (drummer),,5,8,8,0.185266,0.193008,37283.151617,0.002098,0.002098,1,0.000061,0,0,0,0.04585
Nelson Riddle,Nelson Riddle,,15,25,8,0.193123,0.20453,333244.041032,0.059778,0.059779,1,0.000148,0,0.085714,9,0.224157
The Stone Poneys,The Stone Poneys,,1,1,8,0.176185,0.182849,0,0.001503,0.001503,1,0.000016,0,0,0,0.024164
Swampwater,Swampwater,,5,12,8,0.178403,0.185974,19156.104005,0.002235,0.002235,1,0.000053,0,0.1,1,0.049171
Peter Asher,Peter Asher,,3,5,8,0.181107,0.188674,20171.56304,0.002541,0.002541,1,0.000042,0,0,0,0.038447
Mike Botts,Mike Botts,,7,10,8,0.179975,0.187111,29803.836143,0.002086,0.002086,1,0.000084,0,0.095238,2,0.04017
Peter Erskine,Peter Erskine,,14,22,8,0.196151,0.206503,240493.318085,0.01489,0.01489,26,0.000149,0,0.010989,1,0.131368
Rubén Fuentes,Rubén Fuentes,,3,5,8,0.176191,0.182918,38831,0.001518,0.001518,1,0.000057,0,0,0,0.025919
Pamela Polland,Pamela Polland,,11,15,8,0.193423,0.202731,113605.503179,0.004966,0.004966,2,0.000116,0,0,0,0.099399
Mickey McGee,Mickey McGee,,3,5,8,0.179016,0.186408,10673.137658,0.001776,0.001776,1,0.000035,0,0,0,0.034528
Stone Poneys,Stone Poneys,,2,4,8,0.176454,0.183212,0,0.001623,0.001623,1,0.000027,0,1,1,0.02704
The Manhattan Transfer,The Manhattan Transfer,,4,4,8,0.184425,0.192826,20207.236245,0.003351,0.003351,5,0.000045,0,0,0,0.039318
The Rockets (Los Angeles band),The Rockets (Los Angeles band),,1,1,9,0.153603,0.157648,0,0.000109,0.000109,1,0.000022,0,0,0,0.003269
The Psyrcle,The Psyrcle,,1,1,9,0.153603,0.157648,0,0.000109,0.000109,1,0.000022,0,0,0,0.003269
Larry Byrom,Larry Byrom,,6,10,8,0.196365,0.204936,123236.977535,0.002948,0.002948,22,0.000067,0,0.066667,1,0.06785
Ratchell,Ratchell,,2,2,9,0.168296,0.173636,0,0.000289,0.000289,22,0.000029,0,1,1,0.013274
Tanya Tucker,Tanya Tucker,,5,5,8,0.176311,0.183533,13238.197486,0.000789,0.000789,18,0.000056,0,0,0,0.028698
Steppenwolf (band),Steppenwolf (band),,29,43,8,0.182767,0.191114,409355.761421,0.00119,0.00119,22,0.000405,0,0.014778,6,0.072404
Elliot Roberts,Elliot Roberts,,2,4,8,0.187969,0.195819,0,0.004051,0.004051,26,0.000025,0,1,1,0.049794
Joni Mitchell,Joni Mitchell,,33,67,7,0.213313,0.226464,1184655.618778,0.038455,0.038455,26,0.000336,0,0.037879,20,0.337692
Ben Keith,Ben Keith,,2,3,8,0.181652,0.188613,18568.863653,0.001373,0.001373,1,0.000029,0,0,0,0.02787
Great Speckled Bird (band),Great Speckled Bird (band),,4,4,9,0.158514,0.163399,7795.084538,0.000154,0.000154,9,0.000055,0,0,0,0.00817
Miles Mosley,Miles Mosley,,12,18,8,0.206623,0.216374,439961.910451,0.006362,0.006362,3,0.000132,0,0,0,0.117725
Weather Report,Weather Report,,25,40,8,0.201519,0.211866,401466.405757,0.017929,0.017929,26,0.000293,0,0.023333,7,0.160988
Michael Brecker,Michael Brecker,,30,53,8,0.209364,0.223226,937066.18935,0.064043,0.064043,26,0.000288,0,0.05977,26,0.398485
Mike Shipley,Mike Shipley,,12,14,8,0.193699,0.202287,309899.209916,0.003826,0.003826,26,0.000134,0,0.015152,1,0.069208
Robben Ford,Robben Ford,,3,3,8,0.184381,0.192716,3990.723074,0.006948,0.006948,18,0.000035,0,0,0,0.056783
Thomas Dolby,Thomas Dolby,,3,3,8,0.181097,0.188193,37301.321665,0.002984,0.002984,26,0.000036,0,0.333333,1,0.0326
L.A. Express,L.A. Express,,2,2,8,0.179864,0.187198,0,0.004226,0.004226,26,0.000025,0,1,1,0.032949
Larry Klein,Larry Klein,,1,1,8,0.175812,0.18252,0,0.002688,0.002688,26,0.000016,0,0,0,0.023477
Mary Travers,Mary Travers,,4,5,8,0.176251,0.183197,41837.819535,0.002783,0.002783,26,0.000063,0,0,0,0.027628
Vince Mendoza,Vince Mendoza,,3,5,8,0.186722,0.194634,52324.59945,0.00729,0.00729,26,0.000035,0,0.333333,1,0.055015
Pat Metheny,Pat Metheny,,30,62,8,0.201987,0.213522,744472.049289,0.042214,0.042214,26,0.000321,0,0.068966,30,0.286346
Catte Adams,Catte Adams,,4,5,8,0.186695,0.194321,39280.112221,0.002563,0.002563,1,0.000054,0,0,0,0.038515
Yanni,Yanni,,1,1,9,0.157325,0.161681,0,0.000179,0.000179,1,0.000019,0,0,0,0.00328
Chad Cromwell,Chad Cromwell,,3,6,8,0.19821,0.207109,33457.934091,0.003888,0.003888,1,0.000034,0,0,0,0.076822
Darrell Brown (musician),Darrell Brown (musician),,6,11,8,0.193895,0.202243,55292.548027,0.00253,0.00253,1,0.000067,0,0,0,0.05999
LeAnn Rimes,LeAnn Rimes,,13,24,8,0.204996,0.215694,251075.141915,0.0062,0.0062,1,0.000142,0,0,0,0.123962
Radney Foster,Radney Foster,,2,2,9,0.165891,0.171204,2297.264367,0.000245,0.000245,2,0.00003,0,0,0,0.009162
Keith Urban,Keith Urban,,6,6,8,0.184987,0.193086,69464.824107,0.001431,0.001431,1,0.000067,0,0,0,0.047555
Faith Hill,Faith Hill,,6,6,8,0.190847,0.198743,40128.962456,0.002308,0.002308,5,0.000065,0,0,0,0.051906
Tal Wilkenfeld,Tal Wilkenfeld,,9,17,8,0.202488,0.212543,138588.831275,0.014401,0.014401,18,0.00009,0,0.111111,4,0.139108
Rick Vito,Rick Vito,,11,19,8,0.200529,0.210235,156756.729389,0.00559,0.00559,18,0.000113,0,0.054545,3,0.124135
Jonathan Wilson (musician),Jonathan Wilson (musician),,9,11,8,0.180044,0.18695,142073.936672,0.001481,0.001481,9,0.000166,0,0,0,0.036377
Joel Rafael,Joel Rafael,,3,4,8,0.177303,0.183968,38831,0.001386,0.001386,1,0.000057,0,0,0,0.027482
Russ Kunkel,Russ Kunkel,,6,9,8,0.187053,0.195389,26824.401578,0.003383,0.003383,1,0.000064,0,0,0,0.056813
Leland Sklar,Leland Sklar,,8,13,8,0.2002,0.209563,99724.492001,0.006529,0.006529,1,0.000085,0,0.071429,2,0.118976
John Haeny,John Haeny,,6,10,8,0.188051,0.19645,48662.928002,0.002997,0.002997,1,0.000063,0,0.066667,1,0.055393
The Chieftains,The Chieftains,,1,1,8,0.177297,0.1839,0,0.001373,0.001373,1,0.000016,0,0,0,0.025722
Taku Hirano,Taku Hirano,,6,9,8,0.200229,0.20939,122201.538204,0.00514,0.00514,5,0.00006,0,0,0,0.091883
Prince,Prince,,3,3,8,0.180082,0.186949,56503.186447,0.001529,0.001529,18,0.000041,0,0,0,0.031423
Mudcrutch,Mudcrutch,,7,16,8,0.187363,0.194235,39259.110971,0.002815,0.002815,18,0.00008,0,0.238095,5,0.059795
Tom Leadon,Tom Leadon,,1,1,9,0.157799,0.161695,0,0.000197,0.000197,18,0.000017,0,0,0,0.004678
Janis Joplin,Janis Joplin,,9,18,8,0.184648,0.192891,98958.725932,0.001909,0.001909,1,0.000099,0,0.055556,2,0.060567
Lowell George,Lowell George,,7,10,8,0.191336,0.199862,66320.286433,0.00298,0.00298,9,0.000075,0,0.095238,2,0.06944
